Condition Code,Condition Name,Code Category,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
55822004,Hyperlipidemia,Condition,Medicare,Government,"$21,625,234","$21,625,234",$51,8.4%,"425,962"
82423001,Chronic pain (finding),Condition,Cigna Health,Commercial,"$21,294,849","$21,294,849","$1,041",27.7%,"20,447"
82423001,Chronic pain (finding),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$21,106,191","$21,106,191","$1,110",100.0%,"19,015"
22298006,Myocardial infarction (disorder),Condition,Dual Eligible,Government,"$20,746,009","$20,746,009","$3,333",1.0%,"6,224"
91302008,Sepsis (disorder),Condition,Anthem,Commercial,"$20,558,106","$20,558,106","$10,425",20.2%,"1,972"
195662009,Acute viral pharyngitis (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$20,448,766","$20,448,766",$801,100.0%,"25,530"
82423001,Chronic pain (finding),Condition,Blue Cross Blue Shield,Commercial,"$20,338,227","$20,338,227","$1,435",26.0%,"14,171"
109838007,Overlapping malignant neoplasm of colon,Condition,Medicaid,Government,"$20,293,695","$20,293,695","$6,833",0.3%,"2,970"
195662009,Acute viral pharyngitis (disorder),Condition,Blue Cross Blue Shield,Commercial,"$20,125,966","$20,125,966",$890,69.1%,"22,606"
125605004,Fracture of bone (disorder),Condition,Humana,Commercial,"$20,038,505","$20,038,505","$1,390",63.2%,"14,415"
363406005,Malignant tumor of colon,Condition,Humana,Commercial,"$19,822,323","$19,822,323","$5,938",1.5%,"3,338"
307426000,Acute infective cystitis (disorder),Condition,Dual Eligible,Government,"$19,752,990","$19,752,990","$2,274",1.5%,"8,688"
82423001,Chronic pain (finding),Condition,UnitedHealthcare,Commercial,"$19,684,905","$19,684,905","$1,538",17.6%,"12,801"
82423001,Chronic pain (finding),Condition,Anthem,Commercial,"$19,550,485","$19,550,485","$1,039",19.7%,"18,813"
59621000,Essential hypertension (disorder),Condition,Medicare,Government,"$18,901,761","$18,901,761",$340,10.2%,"55,574"
91302008,Sepsis (disorder),Condition,Medicare,Government,"$18,883,942","$18,883,942","$11,194",3.2%,"1,687"
195662009,Acute viral pharyngitis (disorder),Condition,UnitedHealthcare,Commercial,"$18,863,366","$18,863,366",$908,38.8%,"20,780"
88805009,Chronic congestive heart failure (disorder),Condition,Medicaid,Government,"$18,752,789","$18,752,789",$732,4.0%,"25,627"
68496003,Polyp of colon,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$18,710,281","$18,710,281","$13,279",100.0%,"1,409"
401314000,Acute non-ST segment elevation myocardial infarction (disorder),Condition,Dual Eligible,Government,"$18,438,928","$18,438,928","$2,447",1.3%,"7,534"
185086009,Chronic obstructive bronchitis (disorder),Condition,Dual Eligible,Government,"$18,145,129","$18,145,129","$12,851",0.2%,"1,412"
59621000,Essential hypertension (disorder),Condition,Medicaid,Government,"$18,048,401","$18,048,401",$206,16.8%,"87,485"
444814009,Viral sinusitis (disorder),Condition,Medicare,Government,"$17,694,978","$17,694,978",$142,13.1%,"124,436"
126906006,Neoplasm of prostate,Condition,Medicare,Government,"$17,593,664","$17,593,664","$3,284",3.9%,"5,358"
73595000,Stress (finding),Condition,Blue Cross Blue Shield,Commercial,"$17,530,427","$17,530,427",$422,65.5%,"41,565"
22298006,Myocardial infarction (disorder),Condition,Medicaid,Government,"$17,464,953","$17,464,953","$3,324",1.7%,"5,254"
196416002,Impacted molars,Condition,Dual Eligible,Government,"$17,458,721","$17,458,721","$5,289",0.5%,"3,301"
65363002,Otitis media,Condition,Medicaid,Government,"$17,183,455","$17,183,455",$162,35.8%,"106,394"
254837009,Malignant neoplasm of breast (disorder),Condition,Blue Cross Blue Shield,Commercial,"$17,142,001","$17,142,001","$3,452",9.6%,"4,966"
43878008,Streptococcal sore throat (disorder),Condition,Medicare,Government,"$16,755,523","$16,755,523",$841,6.0%,"19,921"
125605004,Fracture of bone (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$16,688,272","$16,688,272","$1,526",100.0%,"10,938"
74400008,Appendicitis,Condition,Medicaid,Government,"$16,671,242","$16,671,242","$5,596",0.6%,"2,979"
125605004,Fracture of bone (disorder),Condition,Cigna Health,Commercial,"$16,670,278","$16,670,278","$1,424",52.8%,"11,706"
125605004,Fracture of bone (disorder),Condition,Aetna,Commercial,"$16,612,630","$16,612,630","$1,434",63.3%,"11,582"
91302008,Sepsis (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$16,462,539","$16,462,539","$11,456",100.0%,"1,437"
192127007,Child attention deficit disorder,Condition,Dual Eligible,Government,"$16,369,357","$16,369,357","$9,843",0.0%,"1,663"
444448004,Injury of medial collateral ligament of knee,Condition,Medicaid,Government,"$16,367,027","$16,367,027","$9,583",0.4%,"1,708"
363406005,Malignant tumor of colon,Condition,Cigna Health,Commercial,"$16,072,059","$16,072,059","$5,870",3.4%,"2,738"
91302008,Sepsis (disorder),Condition,Blue Cross Blue Shield,Commercial,"$16,053,784","$16,053,784","$13,073",29.6%,"1,228"
230690007,Stroke,Condition,Blue Cross Blue Shield,Commercial,"$16,007,135","$16,007,135","$71,143",23.8%,225
125605004,Fracture of bone (disorder),Condition,Anthem,Commercial,"$15,856,394","$15,856,394","$1,437",31.8%,"11,037"
363406005,Malignant tumor of colon,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$15,846,655","$15,846,655","$5,433",100.0%,"2,917"
61804006,Alveolitis of jaw (disorder),Condition,Medicare,Government,"$15,792,517","$15,792,517","$2,536",3.0%,"6,227"
401314000,Acute non-ST segment elevation myocardial infarction (disorder),Condition,Medicaid,Government,"$15,679,188","$15,679,188","$2,483",1.9%,"6,315"
73595000,Stress (finding),Condition,UnitedHealthcare,Commercial,"$15,395,516","$15,395,516",$421,54.6%,"36,608"
401303003,Acute ST segment elevation myocardial infarction (disorder),Condition,Dual Eligible,Government,"$15,282,031","$15,282,031","$2,533",1.2%,"6,034"
230690007,Stroke,Condition,UnitedHealthcare,Commercial,"$15,161,432","$15,161,432","$73,244",17.0%,207
37320007,Loss of teeth (disorder),Condition,Humana,Commercial,"$14,982,367","$14,982,367","$1,038",55.0%,"14,432"
68496003,Polyp of colon,Condition,Blue Cross Blue Shield,Commercial,"$14,245,054","$14,245,054","$13,388",41.8%,"1,064"
254837009,Malignant neoplasm of breast (disorder),Condition,UnitedHealthcare,Commercial,"$14,057,610","$14,057,610","$3,604",7.1%,"3,901"
363406005,Malignant tumor of colon,Condition,Aetna,Commercial,"$13,823,950","$13,823,950","$5,615",2.5%,"2,462"
363406005,Malignant tumor of colon,Condition,Anthem,Commercial,"$13,717,190","$13,717,190","$5,732",5.6%,"2,393"
128613002,Seizure disorder,Condition,Medicaid,Government,"$13,528,663","$13,528,663","$4,966",0.9%,"2,724"
30832001,Rupture of patellar tendon,Condition,Medicaid,Government,"$13,436,119","$13,436,119","$9,750",0.4%,"1,378"
93761005,Primary malignant neoplasm of colon,Condition,Medicare,Government,"$13,370,899","$13,370,899","$7,884",4.4%,"1,696"
271737000,Anemia (disorder),Condition,Humana,Commercial,"$13,298,613","$13,298,613","$1,015",63.9%,"13,101"
128613002,Seizure disorder,Condition,Medicare,Government,"$13,240,340","$13,240,340","$6,032",3.4%,"2,195"
67811000119102,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),Condition,Blue Cross Blue Shield,Commercial,"$13,116,086","$13,116,086","$5,930",1.4%,"2,212"
37320007,Loss of teeth (disorder),Condition,Cigna Health,Commercial,"$13,078,661","$13,078,661","$1,003",51.5%,"13,044"
67811000119102,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),Condition,Cigna Health,Commercial,"$13,034,594","$13,034,594","$5,971",1.1%,"2,183"
37320007,Loss of teeth (disorder),Condition,Aetna,Commercial,"$12,973,242","$12,973,242","$1,004",57.4%,"12,923"
401303003,Acute ST segment elevation myocardial infarction (disorder),Condition,Medicaid,Government,"$12,912,121","$12,912,121","$2,471",1.8%,"5,226"
125605004,Fracture of bone (disorder),Condition,Blue Cross Blue Shield,Commercial,"$12,812,369","$12,812,369","$1,334",52.1%,"9,606"
68496003,Polyp of colon,Condition,UnitedHealthcare,Commercial,"$12,630,801","$12,630,801","$13,310",23.2%,949
230265002,Familial Alzheimer's disease of early onset (disorder),Condition,Medicare,Government,"$12,218,971","$12,218,971","$2,194",5.9%,"5,568"
61804006,Alveolitis of jaw (disorder),Condition,Medicaid,Government,"$12,153,069","$12,153,069","$2,419",2.1%,"5,023"
37320007,Loss of teeth (disorder),Condition,Anthem,Commercial,"$12,117,238","$12,117,310","$1,005",31.8%,"12,060"
125605004,Fracture of bone (disorder),Condition,UnitedHealthcare,Commercial,"$12,083,290","$12,083,290","$1,307",33.4%,"9,247"
60234000,Aortic valve regurgitation (disorder),Condition,Medicare,Government,"$12,071,255","$12,071,255","$2,018",3.7%,"5,983"
86406008,Human immunodeficiency virus infection (disorder),Condition,Medicaid,Government,"$11,900,556","$11,900,556","$1,721",1.0%,"6,913"
37320007,Loss of teeth (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$11,788,605","$11,788,605",$999,100.0%,"11,795"
49436004,Atrial fibrillation (disorder),Condition,Dual Eligible,Government,"$11,555,996","$11,555,996","$3,307",0.6%,"3,494"
431855005,Chronic kidney disease stage 1 (disorder),Condition,Medicare,Government,"$11,543,653","$11,543,653",$509,8.2%,"22,687"
444448004,Injury of medial collateral ligament of knee,Condition,Medicare,Government,"$11,360,140","$11,360,140","$9,081",3.5%,"1,251"
91302008,Sepsis (disorder),Condition,UnitedHealthcare,Commercial,"$11,250,709","$11,250,709","$11,285",20.0%,997
444470001,Injury of anterior cruciate ligament,Condition,Medicaid,Government,"$11,239,812","$11,239,812","$9,168",0.5%,"1,226"
64859006,Osteoporosis (disorder),Condition,Dual Eligible,Government,"$11,058,628","$11,058,628","$2,116",0.6%,"5,227"
254637007,Non-small cell lung cancer (disorder),Condition,Medicare,Government,"$10,972,564","$10,972,564","$6,213",2.4%,"1,766"
43878008,Streptococcal sore throat (disorder),Condition,Humana,Commercial,"$10,952,484","$10,952,484",$645,73.1%,"16,970"
67811000119102,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),Condition,Humana,Commercial,"$10,919,793","$10,919,793","$6,006",0.7%,"1,818"
444814009,Viral sinusitis (disorder),Condition,Humana,Commercial,"$10,685,926","$10,685,926",$142,75.3%,"75,196"
271737000,Anemia (disorder),Condition,Cigna Health,Commercial,"$10,310,838","$10,310,838",$960,65.4%,"10,736"
271737000,Anemia (disorder),Condition,Medicare,Government,"$10,298,209","$10,298,209",$955,4.5%,"10,780"
67811000119102,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),Condition,Aetna,Commercial,"$10,294,029","$10,294,029","$5,719",2.5%,"1,800"
88805009,Chronic congestive heart failure (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$10,287,499","$10,287,499",$572,100.0%,"17,990"
94260004,Secondary malignant neoplasm of colon,Condition,Medicare,Government,"$10,248,754","$10,248,754","$4,637",2.2%,"2,210"
271737000,Anemia (disorder),Condition,Aetna,Commercial,"$10,116,755","$10,116,755",$983,67.6%,"10,293"
431856006,Chronic kidney disease stage 2 (disorder),Condition,Medicare,Government,"$10,058,014","$10,058,014",$454,6.9%,"22,133"
363406005,Malignant tumor of colon,Condition,Blue Cross Blue Shield,Commercial,"$10,023,479","$10,023,479","$5,900",2.9%,"1,699"
271737000,Anemia (disorder),Condition,Anthem,Commercial,"$10,004,073","$10,004,073",$974,27.7%,"10,269"
60573004,Aortic valve stenosis (disorder),Condition,Dual Eligible,Government,"$9,685,130","$9,685,130","$2,640",0.7%,"3,668"
87433001,Pulmonary emphysema (disorder),Condition,Medicaid,Government,"$9,502,740","$9,502,740","$6,678",1.0%,"1,423"
59621000,Essential hypertension (disorder),Condition,Humana,Commercial,"$9,448,915","$9,448,915",$217,91.8%,"43,627"
162864005,Body mass index 30+ - obesity (finding),Condition,Medicaid,Government,"$9,438,804","$9,438,804",$556,8.6%,"16,968"
6525002,Dependent drug abuse (disorder),Condition,Humana,Commercial,"$9,394,674","$9,394,674",$472,66.3%,"19,900"
444814009,Viral sinusitis (disorder),Condition,Cigna Health,Commercial,"$9,057,610","$9,057,610",$143,68.8%,"63,286"
86406008,Human immunodeficiency virus infection (disorder),Condition,Medicare,Government,"$8,997,093","$8,997,093","$1,842",4.9%,"4,884"
30832001,Rupture of patellar tendon,Condition,Medicare,Government,"$8,988,483","$8,988,483","$8,735",2.7%,"1,029"
156073000,Complete miscarriage (disorder),Condition,Medicaid,Government,"$8,959,675","$8,959,675","$1,396",3.8%,"6,418"
444814009,Viral sinusitis (disorder),Condition,Aetna,Commercial,"$8,932,447","$8,932,447",$144,77.3%,"62,156"
444470001,Injury of anterior cruciate ligament,Condition,Medicare,Government,"$8,895,956","$8,895,956","$8,905",3.0%,999
43878008,Streptococcal sore throat (disorder),Condition,Cigna Health,Commercial,"$8,776,109","$8,776,109",$639,65.4%,"13,739"
43878008,Streptococcal sore throat (disorder),Condition,Aetna,Commercial,"$8,711,716","$8,711,716",$624,75.6%,"13,971"
433144002,Chronic kidney disease stage 3 (disorder),Condition,Medicare,Government,"$8,552,756","$8,552,756",$421,5.8%,"20,298"
67811000119102,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),Condition,Anthem,Commercial,"$8,526,018","$8,526,018","$5,584",1.7%,"1,527"
444814009,Viral sinusitis (disorder),Condition,Anthem,Commercial,"$8,377,662","$8,377,662",$142,47.9%,"59,001"
79586000,Tubal pregnancy,Condition,Medicaid,Government,"$8,313,417","$8,313,417","$3,366",1.6%,"2,470"
109838007,Overlapping malignant neoplasm of colon,Condition,Cigna Health,Commercial,"$8,286,466","$8,286,466","$7,168",6.1%,"1,156"
43878008,Streptococcal sore throat (disorder),Condition,Anthem,Commercial,"$8,269,503","$8,269,503",$630,37.4%,"13,116"
109838007,Overlapping malignant neoplasm of colon,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$8,181,003","$8,181,003","$6,646",100.0%,"1,231"
37320007,Loss of teeth (disorder),Condition,Blue Cross Blue Shield,Commercial,"$8,099,577","$8,099,577","$1,040",52.5%,"7,789"
39898005,Sleep disorder (disorder),Condition,Medicare,Government,"$7,816,908","$7,816,908",$966,13.2%,"8,094"
363406005,Malignant tumor of colon,Condition,UnitedHealthcare,Commercial,"$7,801,416","$7,801,416","$5,924",5.3%,"1,317"
82423001,Chronic pain (finding),Condition,Medicare,Government,"$7,800,790","$7,800,790",$847,5.2%,"9,213"
59621000,Essential hypertension (disorder),Condition,Aetna,Commercial,"$7,737,190","$7,737,190",$214,92.1%,"36,098"
109838007,Overlapping malignant neoplasm of colon,Condition,Humana,Commercial,"$7,672,079","$7,672,079","$7,130",3.8%,"1,076"
59621000,Essential hypertension (disorder),Condition,Cigna Health,Commercial,"$7,637,048","$7,637,048",$212,89.2%,"36,021"
271737000,Anemia (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$7,604,702","$7,604,702",$983,100.0%,"7,734"
74400008,Appendicitis,Condition,Humana,Commercial,"$7,512,366","$7,512,366","$6,128",50.3%,"1,226"
444814009,Viral sinusitis (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$7,477,057","$7,477,057",$143,100.0%,"52,230"
384709000,Sprain (morphologic abnormality),Condition,Medicaid,Government,"$7,458,374","$7,458,374",$156,40.1%,"47,903"
22298006,Myocardial infarction (disorder),Condition,Humana,Commercial,"$7,458,102","$7,458,102","$3,635",46.4%,"2,052"
37320007,Loss of teeth (disorder),Condition,UnitedHealthcare,Commercial,"$7,434,689","$7,434,689","$1,043",31.2%,"7,127"
185086009,Chronic obstructive bronchitis (disorder),Condition,Medicaid,Government,"$7,425,001","$7,425,001","$6,519",0.8%,"1,139"
241929008,Acute allergic reaction,Condition,Medicaid,Government,"$7,363,618","$7,363,618","$1,234",3.1%,"5,967"
195662009,Acute viral pharyngitis (disorder),Condition,Dual Eligible,Government,"$7,350,436","$7,350,436",$374,9.3%,"19,634"
59621000,Essential hypertension (disorder),Condition,Anthem,Commercial,"$7,334,521","$7,334,521",$216,74.5%,"33,949"
22298006,Myocardial infarction (disorder),Condition,Cigna Health,Commercial,"$7,251,745","$7,251,745","$3,631",36.8%,"1,997"
271737000,Anemia (disorder),Condition,Blue Cross Blue Shield,Commercial,"$7,250,676","$7,250,676","$1,028",61.3%,"7,055"
401314000,Acute non-ST segment elevation myocardial infarction (disorder),Condition,Humana,Commercial,"$7,235,322","$7,235,322","$2,770",6.1%,"2,612"
109838007,Overlapping malignant neoplasm of colon,Condition,Aetna,Commercial,"$7,234,613","$7,234,613","$7,278",3.7%,994
109838007,Overlapping malignant neoplasm of colon,Condition,Anthem,Commercial,"$7,124,468","$7,124,468","$7,391",8.9%,964
43878008,Streptococcal sore throat (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$7,106,134","$7,106,134",$608,100.0%,"11,679"
55822004,Hyperlipidemia,Condition,Dual Eligible,Government,"$7,086,538","$7,086,538",$49,36.4%,"145,566"
22298006,Myocardial infarction (disorder),Condition,Aetna,Commercial,"$7,039,626","$7,039,626","$3,595",49.9%,"1,958"
22298006,Myocardial infarction (disorder),Condition,Anthem,Commercial,"$7,004,340","$7,004,340","$3,720",21.8%,"1,883"
64859006,Osteoporosis (disorder),Condition,Medicaid,Government,"$7,002,284","$7,002,284","$2,234",1.2%,"3,134"
444448004,Injury of medial collateral ligament of knee,Condition,Humana,Commercial,"$6,909,202","$6,909,202","$9,249",45.4%,747
55822004,Hyperlipidemia,Condition,Medicaid,Government,"$6,769,116","$6,769,116",$56,47.4%,"121,086"
80583007,Severe anxiety (panic) (finding),Condition,Medicare,Government,"$6,751,485","$6,751,485",$455,5.9%,"14,845"
15777000,Prediabetes,Condition,Medicaid,Government,"$6,669,097","$6,669,097",$567,8.8%,"11,753"
