Condition Code,Condition Name,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
427898007,Infection of tooth (disorder),Cigna Health,Commercial,"$25,158,776","$25,158,776","$3,847",51.3%,"6,539"
109838007,Overlapping malignant neoplasm of colon,Dual Eligible,Government,"$25,149,023","$25,149,023","$6,411",0.3%,"3,923"
427898007,Infection of tooth (disorder),Aetna,Commercial,"$24,950,476","$24,950,476","$3,902",65.4%,"6,394"
414545008,Ischemic heart disease (disorder),UnitedHealthcare,Commercial,"$24,419,678","$24,419,678","$1,972",23.3%,"12,381"
195662009,Acute viral pharyngitis (disorder),Cigna Health,Commercial,"$24,346,562","$24,346,491",$793,69.4%,"30,697"
196416002,Impacted molars,Medicare,Government,"$24,260,767","$24,260,767","$5,683",5.0%,"4,269"
196416002,Impacted molars,NO_INSURANCE,Self-Pay / Uninsured,"$24,170,970","$24,170,970","$5,643",100.0%,"4,283"
91302008,Sepsis (disorder),Humana,Commercial,"$23,986,847","$23,986,847","$11,764",37.2%,"2,039"
195662009,Acute viral pharyngitis (disorder),Aetna,Commercial,"$23,857,495","$23,857,495",$790,79.1%,"30,217"
37320007,Loss of teeth (disorder),Dual Eligible,Government,"$23,687,856","$23,687,856",$933,1.9%,"25,381"
427898007,Infection of tooth (disorder),Anthem,Commercial,"$23,578,569","$23,578,569","$3,869",21.5%,"6,094"
91302008,Sepsis (disorder),Cigna Health,Commercial,"$23,563,741","$23,563,741","$11,986",29.8%,"1,966"
195662009,Acute viral pharyngitis (disorder),Medicare,Government,"$23,234,893","$23,234,893",$394,8.5%,"58,933"
427898007,Infection of tooth (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$23,122,069","$23,122,069","$3,895",100.0%,"5,937"
424132000,Non-small cell carcinoma of lung  TNM stage 1 (disorder),UnitedHealthcare,Commercial,"$23,036,144","$23,036,144","$5,825",1.5%,"3,955"
91302008,Sepsis (disorder),Aetna,Commercial,"$22,721,432","$22,721,432","$12,396",37.6%,"1,833"
195662009,Acute viral pharyngitis (disorder),Anthem,Commercial,"$22,690,288","$22,690,288",$783,39.9%,"28,989"
307426000,Acute infective cystitis (disorder),Dual Eligible,Government,"$22,457,434","$22,457,434","$2,150",1.5%,"10,445"
82423001,Chronic pain (finding),Aetna,Commercial,"$21,891,694","$21,891,694","$1,103",30.2%,"19,850"
80583007,Severe anxiety (panic) (finding),Medicare,Government,"$21,886,334","$21,886,334",$456,6.0%,"48,039"
82423001,Chronic pain (finding),Cigna Health,Commercial,"$21,294,849","$21,294,849","$1,041",27.7%,"20,447"
840544004,Suspected COVID-19,Medicare,Government,"$21,265,021","$21,265,021",$643,6.8%,"33,080"
82423001,Chronic pain (finding),NO_INSURANCE,Self-Pay / Uninsured,"$21,106,191","$21,106,191","$1,110",100.0%,"19,015"
22298006,Myocardial infarction (disorder),Dual Eligible,Government,"$20,746,009","$20,746,009","$3,333",1.0%,"6,224"
431855005,Chronic kidney disease stage 1 (disorder),Medicare,Government,"$20,615,916","$20,615,916",$500,8.3%,"41,198"
91302008,Sepsis (disorder),Anthem,Commercial,"$20,558,106","$20,558,106","$10,425",20.2%,"1,972"
195662009,Acute viral pharyngitis (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$20,448,766","$20,448,766",$801,100.0%,"25,530"
82423001,Chronic pain (finding),Blue Cross Blue Shield,Commercial,"$20,338,227","$20,338,227","$1,435",26.0%,"14,171"
109838007,Overlapping malignant neoplasm of colon,Medicaid,Government,"$20,293,695","$20,293,695","$6,833",0.3%,"2,970"
64859006,Osteoporosis (disorder),Dual Eligible,Government,"$20,163,603","$20,163,603","$2,103",0.6%,"9,590"
195662009,Acute viral pharyngitis (disorder),Blue Cross Blue Shield,Commercial,"$20,125,966","$20,125,966",$890,69.1%,"22,606"
125605004,Fracture of bone (disorder),Humana,Commercial,"$20,038,505","$20,038,505","$1,390",63.2%,"14,415"
363406005,Malignant tumor of colon,Humana,Commercial,"$19,822,323","$19,822,323","$5,938",1.5%,"3,338"
82423001,Chronic pain (finding),UnitedHealthcare,Commercial,"$19,684,905","$19,684,905","$1,538",17.6%,"12,801"
82423001,Chronic pain (finding),Anthem,Commercial,"$19,550,485","$19,550,485","$1,039",19.7%,"18,813"
59621000,Essential hypertension (disorder),Medicare,Government,"$18,966,476","$18,966,476",$341,10.2%,"55,671"
91302008,Sepsis (disorder),Medicare,Government,"$18,883,942","$18,883,942","$11,194",3.2%,"1,687"
195662009,Acute viral pharyngitis (disorder),UnitedHealthcare,Commercial,"$18,863,366","$18,863,366",$908,38.8%,"20,780"
88805009,Chronic congestive heart failure (disorder),Medicaid,Government,"$18,752,789","$18,752,789",$732,4.0%,"25,627"
401314000,Acute non-ST segment elevation myocardial infarction (disorder),Dual Eligible,Government,"$18,438,928","$18,438,928","$2,447",1.3%,"7,534"
59621000,Essential hypertension (disorder),Medicaid,Government,"$18,385,798","$18,385,798",$209,16.6%,"87,774"
431856006,Chronic kidney disease stage 2 (disorder),Medicare,Government,"$18,269,745","$18,269,745",$452,7.1%,"40,409"
185086009,Chronic obstructive bronchitis (disorder),Dual Eligible,Government,"$18,153,960","$18,153,960","$12,731",0.2%,"1,426"
254837009,Malignant neoplasm of breast (disorder),Blue Cross Blue Shield,Commercial,"$17,941,890","$17,941,890","$3,528",11.3%,"5,086"
10939881000119105,Unhealthy alcohol drinking behavior (finding),Medicare,Government,"$17,837,119","$17,837,119",$518,6.4%,"34,445"
444814009,Viral sinusitis (disorder),Medicare,Government,"$17,694,978","$17,694,978",$142,13.1%,"124,436"
427898007,Infection of tooth (disorder),Blue Cross Blue Shield,Commercial,"$17,668,305","$17,668,305","$4,013",51.7%,"4,403"
126906006,Neoplasm of prostate,Medicare,Government,"$17,593,664","$17,593,664","$3,284",3.9%,"5,358"
22298006,Myocardial infarction (disorder),Medicaid,Government,"$17,464,953","$17,464,953","$3,324",1.7%,"5,254"
196416002,Impacted molars,Dual Eligible,Government,"$17,458,721","$17,458,721","$5,289",0.5%,"3,301"
65363002,Otitis media,Medicaid,Government,"$17,183,455","$17,183,455",$162,35.8%,"106,394"
162864005,Body mass index 30+ - obesity (finding),Medicaid,Government,"$17,095,635","$17,095,635",$552,8.6%,"30,961"
43878008,Streptococcal sore throat (disorder),Medicare,Government,"$16,755,523","$16,755,523",$841,6.0%,"19,921"
427898007,Infection of tooth (disorder),UnitedHealthcare,Commercial,"$16,728,328","$16,728,328","$4,026",21.6%,"4,155"
125605004,Fracture of bone (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$16,688,272","$16,688,272","$1,526",100.0%,"10,938"
74400008,Appendicitis,Medicaid,Government,"$16,671,242","$16,671,242","$5,596",0.6%,"2,979"
125605004,Fracture of bone (disorder),Cigna Health,Commercial,"$16,670,278","$16,670,278","$1,424",52.8%,"11,706"
125605004,Fracture of bone (disorder),Aetna,Commercial,"$16,612,630","$16,612,630","$1,434",63.3%,"11,582"
91302008,Sepsis (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$16,462,539","$16,462,539","$11,456",100.0%,"1,437"
192127007,Child attention deficit disorder,Dual Eligible,Government,"$16,369,357","$16,369,357","$9,843",0.0%,"1,663"
444448004,Injury of medial collateral ligament of knee,Medicaid,Government,"$16,367,027","$16,367,027","$9,583",0.4%,"1,708"
363406005,Malignant tumor of colon,Cigna Health,Commercial,"$16,072,059","$16,072,059","$5,870",3.4%,"2,738"
91302008,Sepsis (disorder),Blue Cross Blue Shield,Commercial,"$16,053,784","$16,053,784","$13,073",29.6%,"1,228"
230690007,Stroke,Blue Cross Blue Shield,Commercial,"$16,007,135","$16,007,135","$71,143",23.8%,225
125605004,Fracture of bone (disorder),Anthem,Commercial,"$15,856,394","$15,856,394","$1,437",31.8%,"11,037"
363406005,Malignant tumor of colon,NO_INSURANCE,Self-Pay / Uninsured,"$15,846,655","$15,846,655","$5,433",100.0%,"2,917"
61804006,Alveolitis of jaw (disorder),Medicare,Government,"$15,792,517","$15,792,517","$2,536",3.0%,"6,227"
401314000,Acute non-ST segment elevation myocardial infarction (disorder),Medicaid,Government,"$15,679,188","$15,679,188","$2,483",1.9%,"6,315"
433144002,Chronic kidney disease stage 3 (disorder),Medicare,Government,"$15,628,189","$15,628,189",$421,6.0%,"37,145"
401303003,Acute ST segment elevation myocardial infarction (disorder),Dual Eligible,Government,"$15,282,031","$15,282,031","$2,533",1.2%,"6,034"
271737000,Anemia (disorder),Humana,Commercial,"$15,178,131","$15,178,131",$969,65.6%,"15,670"
230690007,Stroke,UnitedHealthcare,Commercial,"$15,161,432","$15,161,432","$73,244",17.0%,207
37320007,Loss of teeth (disorder),Humana,Commercial,"$14,982,367","$14,982,367","$1,038",55.0%,"14,432"
254837009,Malignant neoplasm of breast (disorder),UnitedHealthcare,Commercial,"$14,695,813","$14,695,813","$3,681",7.9%,"3,992"
363406005,Malignant tumor of colon,Aetna,Commercial,"$13,823,950","$13,823,950","$5,615",2.5%,"2,462"
363406005,Malignant tumor of colon,Anthem,Commercial,"$13,717,190","$13,717,190","$5,732",5.6%,"2,393"
278558000,Dental filling lost (finding),Dual Eligible,Government,"$13,612,027","$13,612,027","$2,529",1.4%,"5,382"
278598003,Leaking dental filling (finding),Dual Eligible,Government,"$13,562,017","$13,562,017","$2,520",1.4%,"5,382"
278602001,Loose dental filling (finding),Dual Eligible,Government,"$13,552,182","$13,552,182","$2,525",1.4%,"5,367"
278588009,Fractured dental filling (finding),Dual Eligible,Government,"$13,542,332","$13,542,332","$2,539",1.4%,"5,334"
128613002,Seizure disorder,Medicaid,Government,"$13,528,663","$13,528,663","$4,966",0.9%,"2,724"
30832001,Rupture of patellar tendon,Medicaid,Government,"$13,436,119","$13,436,119","$9,750",0.4%,"1,378"
93761005,Primary malignant neoplasm of colon,Medicare,Government,"$13,370,899","$13,370,899","$7,884",4.4%,"1,696"
128613002,Seizure disorder,Medicare,Government,"$13,240,340","$13,240,340","$6,032",3.4%,"2,195"
67811000119102,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),Blue Cross Blue Shield,Commercial,"$13,116,086","$13,116,086","$5,930",1.4%,"2,212"
37320007,Loss of teeth (disorder),Cigna Health,Commercial,"$13,078,661","$13,078,661","$1,003",51.5%,"13,044"
67811000119102,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),Cigna Health,Commercial,"$13,034,594","$13,034,594","$5,971",1.1%,"2,183"
271737000,Anemia (disorder),Medicare,Government,"$13,032,700","$13,032,700",$961,5.1%,"13,557"
37320007,Loss of teeth (disorder),Aetna,Commercial,"$12,973,242","$12,973,242","$1,004",57.4%,"12,923"
840544004,Suspected COVID-19,Humana,Commercial,"$12,937,969","$12,937,969",$632,71.3%,"20,472"
401303003,Acute ST segment elevation myocardial infarction (disorder),Medicaid,Government,"$12,912,121","$12,912,121","$2,471",1.8%,"5,226"
64859006,Osteoporosis (disorder),Medicaid,Government,"$12,870,856","$12,870,856","$2,224",1.2%,"5,787"
125605004,Fracture of bone (disorder),Blue Cross Blue Shield,Commercial,"$12,812,369","$12,812,369","$1,334",52.1%,"9,606"
278558000,Dental filling lost (finding),Humana,Commercial,"$12,475,319","$12,475,319","$2,830",68.3%,"4,409"
60234000,Aortic valve regurgitation (disorder),Medicare,Government,"$12,279,446","$12,279,446","$1,991",3.7%,"6,167"
230265002,Familial Alzheimer's disease of early onset (disorder),Medicare,Government,"$12,233,117","$12,233,117","$2,179",5.9%,"5,614"
61804006,Alveolitis of jaw (disorder),Medicaid,Government,"$12,153,069","$12,153,069","$2,419",2.1%,"5,023"
37320007,Loss of teeth (disorder),Anthem,Commercial,"$12,117,238","$12,117,310","$1,005",31.8%,"12,060"
125605004,Fracture of bone (disorder),UnitedHealthcare,Commercial,"$12,083,290","$12,083,290","$1,307",33.4%,"9,247"
278598003,Leaking dental filling (finding),Humana,Commercial,"$12,023,252","$12,023,252","$2,820",68.3%,"4,264"
15777000,Prediabetes,Medicaid,Government,"$11,984,646","$11,984,646",$570,8.8%,"21,027"
278588009,Fractured dental filling (finding),Humana,Commercial,"$11,932,033","$11,932,033","$2,820",68.1%,"4,231"
278602001,Loose dental filling (finding),Humana,Commercial,"$11,908,428","$11,908,428","$2,801",68.2%,"4,252"
86406008,Human immunodeficiency virus infection (disorder),Medicaid,Government,"$11,900,556","$11,900,556","$1,721",1.0%,"6,913"
37320007,Loss of teeth (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$11,788,605","$11,788,605",$999,100.0%,"11,795"
271737000,Anemia (disorder),Cigna Health,Commercial,"$11,771,854","$11,771,854",$919,66.9%,"12,812"
271737000,Anemia (disorder),Aetna,Commercial,"$11,682,125","$11,682,125",$932,69.0%,"12,529"
49436004,Atrial fibrillation (disorder),Dual Eligible,Government,"$11,583,345","$11,583,345","$3,235",0.6%,"3,581"
271737000,Anemia (disorder),Anthem,Commercial,"$11,573,663","$11,573,663",$932,32.0%,"12,417"
444448004,Injury of medial collateral ligament of knee,Medicare,Government,"$11,360,140","$11,360,140","$9,081",3.5%,"1,251"
91302008,Sepsis (disorder),UnitedHealthcare,Commercial,"$11,250,709","$11,250,709","$11,285",20.0%,997
444470001,Injury of anterior cruciate ligament,Medicaid,Government,"$11,239,812","$11,239,812","$9,168",0.5%,"1,226"
254637007,Non-small cell lung cancer (disorder),Medicare,Government,"$10,972,564","$10,972,564","$6,213",2.4%,"1,766"
43878008,Streptococcal sore throat (disorder),Humana,Commercial,"$10,952,484","$10,952,484",$645,73.1%,"16,970"
67811000119102,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),Humana,Commercial,"$10,919,793","$10,919,793","$6,006",0.7%,"1,818"
444814009,Viral sinusitis (disorder),Humana,Commercial,"$10,685,926","$10,685,926",$142,75.3%,"75,196"
162864005,Body mass index 30+ - obesity (finding),Medicare,Government,"$10,653,242","$10,653,242",$806,10.1%,"13,221"
278602001,Loose dental filling (finding),Cigna Health,Commercial,"$10,500,108","$10,500,108","$2,710",57.7%,"3,874"
278588009,Fractured dental filling (finding),Cigna Health,Commercial,"$10,498,692","$10,498,692","$2,708",58.1%,"3,877"
278558000,Dental filling lost (finding),Cigna Health,Commercial,"$10,443,314","$10,443,314","$2,707",57.5%,"3,858"
840544004,Suspected COVID-19,Cigna Health,Commercial,"$10,357,122","$10,357,122",$609,65.0%,"16,994"
840544004,Suspected COVID-19,Aetna,Commercial,"$10,322,378","$10,322,378",$615,74.5%,"16,775"
67811000119102,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder),Aetna,Commercial,"$10,294,029","$10,294,029","$5,719",2.5%,"1,800"
88805009,Chronic congestive heart failure (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$10,287,499","$10,287,499",$572,100.0%,"17,990"
94260004,Secondary malignant neoplasm of colon,Medicare,Government,"$10,248,754","$10,248,754","$4,637",2.2%,"2,210"
278598003,Leaking dental filling (finding),Cigna Health,Commercial,"$10,149,109","$10,149,109","$2,689",56.9%,"3,774"
278598003,Leaking dental filling (finding),Aetna,Commercial,"$10,050,900","$10,050,900","$2,718",66.2%,"3,698"
278588009,Fractured dental filling (finding),Aetna,Commercial,"$10,046,325","$10,046,325","$2,683",68.8%,"3,745"
363406005,Malignant tumor of colon,Blue Cross Blue Shield,Commercial,"$10,023,479","$10,023,479","$5,900",2.9%,"1,699"
278558000,Dental filling lost (finding),Aetna,Commercial,"$9,970,777","$9,970,777","$2,704",68.3%,"3,688"
237602007,Metabolic syndrome X (disorder),Medicare,Government,"$9,970,112","$9,970,112",$589,8.5%,"16,927"
278602001,Loose dental filling (finding),Aetna,Commercial,"$9,934,665","$9,934,665","$2,684",68.2%,"3,702"
80583007,Severe anxiety (panic) (finding),Medicaid,Government,"$9,874,357","$9,874,357",$437,8.7%,"22,602"
840544004,Suspected COVID-19,Anthem,Commercial,"$9,702,338","$9,702,338",$617,37.5%,"15,735"
59621000,Essential hypertension (disorder),Humana,Commercial,"$9,692,010","$9,692,010",$221,91.1%,"43,769"
60573004,Aortic valve stenosis (disorder),Dual Eligible,Government,"$9,685,130","$9,685,130","$2,640",0.7%,"3,668"
278598003,Leaking dental filling (finding),Anthem,Commercial,"$9,587,199","$9,587,199","$2,717",21.8%,"3,528"
278598003,Leaking dental filling (finding),NO_INSURANCE,Self-Pay / Uninsured,"$9,562,326","$9,562,326","$2,718",100.0%,"3,518"
87433001,Pulmonary emphysema (disorder),Medicaid,Government,"$9,524,038","$9,524,038","$6,665",1.0%,"1,429"
278588009,Fractured dental filling (finding),Anthem,Commercial,"$9,518,404","$9,518,404","$2,700",22.2%,"3,525"
6525002,Dependent drug abuse (disorder),Humana,Commercial,"$9,394,674","$9,394,674",$472,66.3%,"19,900"
278558000,Dental filling lost (finding),Anthem,Commercial,"$9,386,439","$9,386,439","$2,749",22.3%,"3,415"
10939881000119105,Unhealthy alcohol drinking behavior (finding),Medicaid,Government,"$9,267,628","$9,267,628",$422,9.1%,"21,937"
278558000,Dental filling lost (finding),NO_INSURANCE,Self-Pay / Uninsured,"$9,261,534","$9,261,534","$2,718",100.0%,"3,408"
162864005,Body mass index 30+ - obesity (finding),Humana,Commercial,"$9,166,736","$9,166,736",$593,89.5%,"15,463"
278602001,Loose dental filling (finding),Anthem,Commercial,"$9,131,327","$9,131,327","$2,723",22.2%,"3,354"
278588009,Fractured dental filling (finding),NO_INSURANCE,Self-Pay / Uninsured,"$9,094,871","$9,094,871","$2,717",100.0%,"3,348"
278602001,Loose dental filling (finding),NO_INSURANCE,Self-Pay / Uninsured,"$9,091,100","$9,091,100","$2,709",100.0%,"3,356"
444814009,Viral sinusitis (disorder),Cigna Health,Commercial,"$9,057,610","$9,057,610",$143,68.8%,"63,286"
86406008,Human immunodeficiency virus infection (disorder),Medicare,Government,"$8,997,093","$8,997,093","$1,842",4.9%,"4,884"
30832001,Rupture of patellar tendon,Medicare,Government,"$8,988,483","$8,988,483","$8,735",2.7%,"1,029"
156073000,Complete miscarriage (disorder),Medicaid,Government,"$8,959,675","$8,959,675","$1,396",3.8%,"6,418"
444814009,Viral sinusitis (disorder),Aetna,Commercial,"$8,932,447","$8,932,447",$144,77.3%,"62,156"
55822004,Hyperlipidemia,Medicaid,Government,"$8,899,885","$8,899,885",$71,38.1%,"125,806"
444470001,Injury of anterior cruciate ligament,Medicare,Government,"$8,895,956","$8,895,956","$8,905",3.0%,999
43878008,Streptococcal sore throat (disorder),Cigna Health,Commercial,"$8,776,109","$8,776,109",$639,65.4%,"13,739"
