Procedure Code,Procedure Name,Payer Name,Payer Type,Total Billed,Total Paid,Gap: Billed Minus Paid,Gap as % of Billed,Number of Claims
183478001,Emergency hospital admission for asthma,Blue Cross Blue Shield,Commercial,"$229,303","$229,303",$0,0.0%,"1,754"
14736009,History and physical examination with evaluation and management of patient (procedure),Anthem,Commercial,"$845,712","$845,712",$0,0.0%,"1,729"
763302001,Assessment using Alcohol Use Disorders Identification Test - Consumption (procedure),UnitedHealthcare,Commercial,"$3,275","$3,275",$0,0.0%,"80,284"
835603,(no description on file),Aetna,Commercial,"$4,134,681","$4,134,681",$0,0.0%,"15,879"
314098000,Rubella screening test (procedure),Aetna,Commercial,"$2,736,137","$2,736,137",$0,0.0%,"5,277"
473231009,Renal disorder medication review (procedure),Blue Cross Blue Shield,Commercial,"$1,359,902","$1,359,902",$0,0.0%,"2,720"
21,(no description on file),Cigna Health,Commercial,"$1,358,912","$1,358,912",$0,0.0%,"9,992"
197319,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$52,594","$52,594",$0,0.0%,188
170838006,Allergic disorder follow-up assessment,Medicare,Government,"$235,633","$235,633",$0,0.0%,"1,988"
386478007,Triage emergency center (procedure),UnitedHealthcare,Commercial,"$640,904","$640,904",$0,0.0%,"1,274"
33195004,External beam radiation therapy procedure (procedure),Cigna Health,Commercial,"$2,508,339","$2,508,339",$0,0.0%,"2,618"
866412,(no description on file),Humana,Commercial,"$774,174","$774,174",$0,0.0%,"3,014"
305351004,Admission to intensive care unit (procedure),Anthem,Commercial,"$20,187,207","$20,187,207",$0,0.0%,728
290045001,Kitchen practice,NO_INSURANCE,Self-Pay / Uninsured,"$1,063,903","$1,063,903",$0,0.0%,"2,210"
15220000,Laboratory test (procedure),Cigna Health,Commercial,"$316,399","$316,399",$0,0.0%,652
61746007,Taking patient vital signs (procedure),Humana,Commercial,"$1,191,221","$1,191,221",$0,0.0%,"2,365"
1225002,Upper arm X-ray,NO_INSURANCE,Self-Pay / Uninsured,"$382,014","$382,014",$0,0.0%,807
33,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$57,800","$57,800",$0,0.0%,425
238100,(no description on file),Medicare,Government,$196,$196,$0,0.0%,228
617296,(no description on file),UnitedHealthcare,Commercial,"$68,082","$68,082",$0,0.0%,264
234336002,Hemopoietic stem cell transplant (procedure),Medicare,Government,"$130,242","$130,242",$0,0.0%,264
106258,(no description on file),Aetna,Commercial,"$50,924","$50,924",$0,0.0%,259
316744009,Office Visit,NO_INSURANCE,Self-Pay / Uninsured,"$14,222","$14,222",$0,0.0%,206
252480006,Simple walk test (procedure),Medicaid,Government,"$89,355","$89,355",$0,0.0%,195
312938,(no description on file),Dual Eligible,Government,$148,$148,$0,0.0%,84
617310,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$15,779","$15,779",$0,0.0%,61
170838006,Allergic disorder follow-up assessment,Cigna Health,Commercial,"$101,899","$101,899",$0,0.0%,869
713021002,Plain X-ray of pelvis (procedure),Anthem,Commercial,"$35,691","$35,691",$0,0.0%,70
197591,(no description on file),Cigna Health,Commercial,"$1,240","$1,240",$0,0.0%,124
763228001,Assessment using Canadian Study of Health and Aging Clinical Frailty Scale (procedure),Anthem,Commercial,"$29,775","$29,775",$0,0.0%,64
241055006,Mammogram - symptomatic (procedure),Humana,Commercial,"$15,942","$15,942",$0,0.0%,137
314077,(no description on file),Anthem,Commercial,"$52,023","$52,023",$0,0.0%,199
252559,(no description on file),Medicaid,Government,"$19,911","$19,911",$0,0.0%,87
617311,(no description on file),Cigna Health,Commercial,"$26,091","$26,091",$0,0.0%,106
371361000119107,Comprehensive metabolic panel (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$77,817","$77,817",$0,0.0%,161
866511,(no description on file),Medicare,Government,"$32,667","$32,667",$0,0.0%,129
966524,(no description on file),Cigna Health,Commercial,"$31,113","$31,113",$0,0.0%,130
562508,(no description on file),Cigna Health,Commercial,"$24,275","$24,275",$0,0.0%,93
171122006,Hepatitis B screening (procedure),Humana,Commercial,"$22,748","$22,748",$0,0.0%,44
866924,(no description on file),Anthem,Commercial,"$13,759","$13,759",$0,0.0%,51
69031006,Excision of breast tissue (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$310,882","$310,882",$0,0.0%,88
200031,(no description on file),Medicare,Government,"$54,560","$54,560",$0,0.0%,198
709010006,Liaising with referral source (procedure),Humana,Commercial,"$35,824","$35,824",$0,0.0%,71
104308009,Serologic test for Toxoplasma gondii (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$17,310","$17,310",$0,0.0%,37
171128005,Venereal disease screening (procedure),Blue Cross Blue Shield,Commercial,"$15,389","$15,389",$0,0.0%,31
413107006,Hepatitis C screening (procedure),Cigna Health,Commercial,"$23,903","$23,903",$0,0.0%,49
26212005,Replacement of aortic valve (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$22,917","$22,917",$0,0.0%,47
313002,(no description on file),Aetna,Commercial,$113,$113,$0,0.0%,61
113120007,Interstitial brachytherapy (procedure),Cigna Health,Commercial,"$182,461","$182,461",$0,0.0%,10
197904,(no description on file),Aetna,Commercial,"$3,413","$3,413",$0,0.0%,14
979468,(no description on file),Aetna,Commercial,"$2,482","$2,482",$0,0.0%,8
225297008,Care planning and problem solving actions (procedure),Humana,Commercial,"$22,748","$22,748",$0,0.0%,44
866514,(no description on file),UnitedHealthcare,Commercial,"$9,425","$9,425",$0,0.0%,35
856535,(no description on file),Medicare,Government,"$7,767","$7,767",$0,0.0%,33
711018006,Assessment of social support (procedure),Anthem,Commercial,"$18,676","$18,676",$0,0.0%,37
414088005,Emergency coronary artery bypass graft (procedure),Cigna Health,Commercial,"$18,789","$18,789",$0,0.0%,39
167995008,Sputum microscopy (procedure),Aetna,Commercial,"$111,229","$111,229",$0,0.0%,22
904481,(no description on file),Dual Eligible,Government,"$7,531","$7,531",$0,0.0%,32
317150,(no description on file),Blue Cross Blue Shield,Commercial,"$29,172","$29,172",$0,0.0%,118
165355002,Patient informed - test result (situation),Medicaid,Government,"$105,623","$105,623",$0,0.0%,229
177765008,Opening of chest (procedure),Humana,Commercial,"$7,307","$7,307",$0,0.0%,14
856980,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$206,$206,$0,0.0%,11
725351001,Transcatheter aortic valve replacement (procedure),Anthem,Commercial,"$4,664","$4,664",$0,0.0%,10
686924,(no description on file),Anthem,Commercial,"$2,652","$2,652",$0,0.0%,9
205326,(no description on file),Blue Cross Blue Shield,Commercial,$769,$769,$0,0.0%,3
727762,(no description on file),Aetna,Commercial,"$2,635","$2,635",$0,0.0%,13
896766,(no description on file),Dual Eligible,Government,$940,$940,$0,0.0%,4
387713003,Surgical procedure (procedure),NO_INSURANCE,Self-Pay / Uninsured,$224,$224,$0,0.0%,2
858813,(no description on file),Cigna Health,Commercial,$568,$568,$0,0.0%,3
9002005,Manual testing of muscle function (procedure),Aetna,Commercial,"$1,478","$1,478",$0,0.0%,3
864706,(no description on file),Anthem,Commercial,$281,$281,$0,0.0%,1
864706,(no description on file),Dual Eligible,Government,$209,$209,$0,0.0%,1
306237005,Referral to palliative care service (procedure),Humana,Commercial,$496,$496,$0,0.0%,1
617314,(no description on file),Aetna,Commercial,$250,$250,$0,0.0%,1
630208,(no description on file),Humana,Commercial,"$7,319,675","$7,319,675",$0,0.0%,"28,533"
274788003,Examination of gingivae (procedure),Dual Eligible,Government,"$149,965,646","$149,965,646",$0,0.0%,"330,987"
162673000,General examination of patient (procedure),Anthem,Commercial,"$35,970,617","$35,970,617",$0,0.0%,"278,339"
183460006,Obstetric emergency hospital admission,NO_INSURANCE,Self-Pay / Uninsured,"$1,770,302","$1,770,302",$0,0.0%,"14,589"
1860491,(no description on file),Aetna,Commercial,"$4,103,847","$4,103,847",$0,0.0%,"15,901"
261352009,Face mask (physical object),Cigna Health,Commercial,"$23,104","$23,104",$0,0.0%,"10,363"
33367005,Angiography of coronary artery (procedure),Medicare,Government,"$11,216,735","$11,216,735",$0,0.0%,"22,908"
456191000124101,Postoperative care for dental procedure (regime/therapy),Medicare,Government,"$86,704,722","$86,704,722",$0,0.0%,"172,990"
183460006,Obstetric emergency hospital admission,Humana,Commercial,"$3,089,150","$3,089,150",$0,0.0%,"23,174"
62,(no description on file),Medicare,Government,"$1,369,384","$1,369,384",$0,0.0%,"10,069"
90226004,Cytopathology procedure  preparation of smear  genital source,Cigna Health,Commercial,"$32,908,551","$32,908,551",$0,0.0%,"17,332"
114,(no description on file),Anthem,Commercial,"$2,756,312","$2,756,312",$0,0.0%,"20,267"
703423002,Combined chemotherapy and radiation therapy (procedure),Dual Eligible,Government,"$773,645,530","$773,645,530",$0,0.0%,"14,621"
234745004,Take oral or dental impression (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$2,810,619","$2,810,619",$0,0.0%,"5,769"
1269321004,Fitting of denture (procedure),UnitedHealthcare,Commercial,"$1,789,667","$1,789,667",$0,0.0%,"3,546"
90226004,Cytopathology procedure  preparation of smear  genital source,UnitedHealthcare,Commercial,"$23,257,464","$23,257,464",$0,0.0%,"11,897"
745752,(no description on file),Blue Cross Blue Shield,Commercial,"$1,468,957","$1,468,957",$0,0.0%,"5,792"
84100007,History taking (procedure),Blue Cross Blue Shield,Commercial,"$2,608,879","$2,608,879",$0,0.0%,"5,182"
71493000,Transfusion of packed red blood cells (procedure),Anthem,Commercial,"$1,220,519","$1,220,519",$0,0.0%,892
183801001,Inpatient stay 3 days,Humana,Commercial,$170,$170,$0,0.0%,1
206905,(no description on file),Anthem,Commercial,"$8,014,461","$8,014,461",$0,0.0%,"30,419"
21,(no description on file),UnitedHealthcare,Commercial,"$1,521,704","$1,521,704",$0,0.0%,"11,189"
52,(no description on file),Medicare,Government,"$1,904,680","$1,904,680",$0,0.0%,"14,005"
849574,(no description on file),Medicare,Government,"$4,835,404","$4,835,404",$0,0.0%,"20,557"
993770,(no description on file),Dual Eligible,Government,"$5,297,004","$5,297,004",$0,0.0%,"23,318"
243063003,Postoperative procedure education (procedure),Medicare,Government,"$3,666,417","$3,666,417",$0,0.0%,"7,477"
857005,(no description on file),Anthem,Commercial,"$20,599","$20,599",$0,0.0%,919
237001001,Augmentation of labor,Medicaid,Government,"$22,381,561","$22,381,561",$0,0.0%,"6,017"
183478001,Emergency hospital admission for asthma,Medicare,Government,"$635,720","$635,720",$0,0.0%,"5,106"
314098000,Rubella screening test (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$2,251,857","$2,251,857",$0,0.0%,"4,316"
84478008,Occupational therapy (regime/therapy),Dual Eligible,Government,"$10,103,664","$10,103,664",$0,0.0%,"10,148"
67879005,History and physical examination  limited (procedure),Humana,Commercial,"$4,003,711","$4,003,711",$0,0.0%,"7,907"
2123111,(no description on file),Anthem,Commercial,"$13,239,906","$13,239,906",$0,0.0%,"8,623"
305342007,Admission to ward (procedure),Dual Eligible,Government,"$462,287","$462,287",$0,0.0%,"2,755"
896001,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$1,901,745","$1,901,745",$0,0.0%,"7,540"
1998774,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$394,595","$394,595",$0,0.0%,"1,562"
308646001,Death Certification,Anthem,Commercial,"$119,285","$119,285",$0,0.0%,935
896209,(no description on file),Anthem,Commercial,"$695,571","$695,571",$0,0.0%,"1,152"
1049221,(no description on file),Anthem,Commercial,"$37,392","$37,392",$0,0.0%,"3,706"
284053004,Tooth socket procedure (procedure),Humana,Commercial,"$963,087","$963,087",$0,0.0%,"1,910"
311700,(no description on file),Anthem,Commercial,$239,$239,$0,0.0%,"1,072"
23745001,Documentation procedure (procedure),UnitedHealthcare,Commercial,"$314,754","$314,754",$0,0.0%,630
24832002,Closed reduction of mandibular fracture (procedure),Aetna,Commercial,"$103,587","$103,587",$0,0.0%,212
308182,(no description on file),Dual Eligible,Government,"$97,733","$97,733",$0,0.0%,956
415070008,Percutaneous coronary intervention (procedure),Humana,Commercial,"$47,193,950","$47,193,950",$0,0.0%,"2,265"
311555007,Speech and language therapy regime (regime/therapy),Aetna,Commercial,"$2,465,943","$2,465,943",$0,0.0%,"2,704"
415300000,Review of systems (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$356,673","$356,673",$0,0.0%,"4,933"
223484005,Discussion about treatment (procedure),Anthem,Commercial,"$45,051","$45,051",$0,0.0%,448
410401003,Nursing care/supplementary surveillance (regime/therapy),Aetna,Commercial,"$49,070,616","$49,070,616",$0,0.0%,"5,309"
308182,(no description on file),Anthem,Commercial,"$155,042","$155,042",$0,0.0%,"1,292"
23745001,Documentation procedure (procedure),Humana,Commercial,"$623,935","$623,935",$0,0.0%,"1,235"
19490002,Ankle X-ray,Aetna,Commercial,"$347,064","$347,064",$0,0.0%,735
65575008,Biopsy of prostate,Aetna,Commercial,"$484,152","$484,152",$0,0.0%,196
1860154,(no description on file),Anthem,Commercial,"$413,004","$413,004",$0,0.0%,"2,772"
1361048,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$82,931","$82,931",$0,0.0%,323
65588006,Premature birth of newborn,Anthem,Commercial,"$248,776","$248,776",$0,0.0%,528
133900002,Intraoperative care (regime/therapy),Medicare,Government,"$601,117","$601,117",$0,0.0%,"1,219"
1809104,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$1,372","$1,372",$0,0.0%,257
311700,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$232,$232,$0,0.0%,"1,051"
43075005,Partial resection of colon,Humana,Commercial,"$8,750,542","$8,750,542",$0,0.0%,365
966524,(no description on file),Dual Eligible,Government,"$143,067","$143,067",$0,0.0%,597
108290001,Radiation oncology AND/OR radiotherapy (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$36,731,266","$36,731,266",$0,0.0%,385
713021002,Plain X-ray of pelvis (procedure),Blue Cross Blue Shield,Commercial,"$36,922","$36,922",$0,0.0%,72
185316007,Indirect encounter (procedure),Medicaid,Government,"$28,625","$28,625",$0,0.0%,229
204892,(no description on file),Blue Cross Blue Shield,Commercial,"$2,076","$2,076",$0,0.0%,109
197887,(no description on file),Medicaid,Government,"$10,893","$10,893",$0,0.0%,50
90470006,Prostatectomy,Anthem,Commercial,"$462,403","$462,403",$0,0.0%,65
185316007,Indirect encounter (procedure),Blue Cross Blue Shield,Commercial,"$18,250","$18,250",$0,0.0%,146
316744009,Office Visit,Medicaid,Government,"$33,703","$33,703",$0,0.0%,467
306206005,Referral to service (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$154,316","$154,316",$0,0.0%,319
833135,(no description on file),Dual Eligible,Government,"$70,136","$70,136",$0,0.0%,332
609588000,Total knee replacement,Medicaid,Government,"$383,424","$383,424",$0,0.0%,25
122856003,Oral examination (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$159,805","$159,805",$0,0.0%,326
447759004,Brachytherapy of breast (procedure),Medicare,Government,"$1,202,479","$1,202,479",$0,0.0%,67
1997015,(no description on file),Aetna,Commercial,"$33,432","$33,432",$0,0.0%,132
85765000,Fiberoptic bronchoscopy (procedure),Anthem,Commercial,"$226,772","$226,772",$0,0.0%,27
23933004,Excision of lingual frenum (procedure),Dual Eligible,Government,"$64,099","$64,099",$0,0.0%,140
1747691,(no description on file),Cigna Health,Commercial,"$17,835","$17,835",$0,0.0%,62
234262008,Excision of axillary lymph node (procedure),Anthem,Commercial,"$57,570","$57,570",$0,0.0%,47
483438,(no description on file),Cigna Health,Commercial,$116,$116,$0,0.0%,3
47505003,posttraumatic stress disorder,Cigna Health,Commercial,"$4,141","$4,141",$0,0.0%,34
349200,(no description on file),Blue Cross Blue Shield,Commercial,"$1,451","$1,451",$0,0.0%,6
1657981,(no description on file),Aetna,Commercial,"$9,944","$9,944",$0,0.0%,28
2284960,(no description on file),Anthem,Commercial,"$1,035","$1,035",$0,0.0%,140
434363004,Human epidermal growth factor receptor 2 gene detection by fluorescence in situ hybridization (procedure),UnitedHealthcare,Commercial,"$293,660","$293,660",$0,0.0%,152
76464004,Hospital admission  for observation (procedure),Blue Cross Blue Shield,Commercial,"$12,246","$12,246",$0,0.0%,96
2119714,(no description on file),Aetna,Commercial,"$30,988","$30,988",$0,0.0%,31
352001,(no description on file),Medicare,Government,"$4,717","$4,717",$0,0.0%,20
183976008,Operative procedure planned (situation),NO_INSURANCE,Self-Pay / Uninsured,"$32,249","$32,249",$0,0.0%,67
58828004,Application of dressing  sterile (procedure),Aetna,Commercial,"$32,292","$32,292",$0,0.0%,68
43060002,Intravenous injection (procedure),Medicaid,Government,"$12,952","$12,952",$0,0.0%,29
310436,(no description on file),Aetna,Commercial,"$6,149","$6,149",$0,0.0%,118
15081005,Pulmonary rehabilitation (regime/therapy),Blue Cross Blue Shield,Commercial,"$223,428","$223,428",$0,0.0%,104
74857009,Hospital admission  short-term  24 hours,Medicare,Government,"$23,981","$23,981",$0,0.0%,10
167995008,Sputum microscopy (procedure),Humana,Commercial,"$152,400","$152,400",$0,0.0%,26
38102005,Open Removal of Gall Bladder,Blue Cross Blue Shield,Commercial,"$155,890","$155,890",$0,0.0%,8
